
a60074ad-cb2c-4f90-b68a-e1fcea3e7594, HIGH, 30, 18, 0, 17, 0, 0, 1666200747464
91ea90ef-4790-48cf-87bc-5ea8b650b19c, LOW, 57, 3, 0, 18, 30, 2, 1666200747481
91ea90ef-4790-48cf-87bc-5ea8b650b19c, LOW, 0, 0, 12, 18, 33, 3, 1666200747482
a60074ad-cb2c-4f90-b68a-e1fcea3e7594, HIGH, 29, 3, 0, 19, 15, 1, 1666200747506
a60074ad-cb2c-4f90-b68a-e1fcea3e7594, HIGH, 0, 0, 24, 19, 18, 2, 1666200747532
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 41, 23, 0, 20, 75, 4, 1666200747534
ce20086c-cb9b-4e74-9bf4-542a10594aa9, HIGH, 0, 0, 16, 20, 98, 5, 1666200747555
5cd0f7b1-6359-4db1-922f-30fc46535c0d, HIGH, 158, 50, 0, 21, 30, 2, 1666200747557
c04767f4-aa46-4363-b9e7-ac56d5c29bff, HIGH, 24, 1, 0, 22, 0, 0, 1666200747580
c04767f4-aa46-4363-b9e7-ac56d5c29bff, HIGH, 0, 0, 14, 22, 1, 1, 1666200747580
5cd0f7b1-6359-4db1-922f-30fc46535c0d, HIGH, 180, 19, 0, 23, 61, 3, 1666200747581
5cd0f7b1-6359-4db1-922f-30fc46535c0d, HIGH, 0, 0, 10, 23, 80, 4, 1666200747671
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 30, 33, 0, 24, 45, 3, 1666200747695
c94fd98f-e548-4ffa-a818-c7ddc5c459e8, HIGH, 15, 47, 0, 25, 0, 0, 1666200747695
ae3263b2-efcf-4d47-a075-3cb631cf491b, HIGH, 15, 42, 0, 26, 0, 0, 1666200747695
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 29, 8, 0, 27, 70, 4, 1666200747695
5d056bcc-014d-4163-bcc9-c83dbf7233b3, HIGH, 0, 0, 7, 27, 78, 5, 1666200747718
a68e9750-6b78-4ba0-b521-8823077de242, LOW, 9, 25, 0, 28, 30, 2, 1666200747719
afcc9658-bc78-4d47-91c5-2a6b310d7de6, MEDIUM, 210, 40, 0, 29, 15, 1, 1666200747719
b00fe442-6161-4d3f-851f-26858a0e90be, HIGH, 17, 43, 0, 30, 15, 1, 1666200747719
afcc9658-bc78-4d47-91c5-2a6b310d7de6, MEDIUM, 209, 25, 0, 31, 30, 2, 1666200747719
a68e9750-6b78-4ba0-b521-8823077de242, LOW, 8, 3, 0, 32, 52, 3, 1666200747719
a68e9750-6b78-4ba0-b521-8823077de242, LOW, 0, 0, 12, 32, 55, 4, 1666200747719
b00fe442-6161-4d3f-851f-26858a0e90be, HIGH, 16, 28, 0, 33, 30, 2, 1666200747757
afcc9658-bc78-4d47-91c5-2a6b310d7de6, MEDIUM, 215, 10, 0, 34, 45, 3, 1666200747757
afcc9658-bc78-4d47-91c5-2a6b310d7de6, MEDIUM, 0, 0, 5, 34, 55, 4, 1666200747851
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 220, 83, 0, 35, 0, 0, 1666200747873
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 219, 63, 0, 36, 20, 1, 1666200747873
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 218, 48, 0, 37, 35, 2, 1666200747874
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 217, 33, 0, 38, 50, 3, 1666200747874
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 216, 18, 0, 39, 65, 4, 1666200747874
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 215, 3, 0, 40, 80, 5, 1666200747874
30c00284-4f78-44bd-8872-819f9f59ac44, LOW, 0, 0, 12, 40, 83, 6, 1666200747955
ae3263b2-efcf-4d47-a075-3cb631cf491b, HIGH, 14, 27, 0, 41, 15, 1, 1666200747977
ae3263b2-efcf-4d47-a075-3cb631cf491b, HIGH, 0, 0, 0, 41, 42, 2, 1666200747978
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 231, 81, 0, 42, 0, 0, 1666200747978
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 230, 66, 0, 43, 15, 1, 1666200747998
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 229, 51, 0, 44, 30, 2, 1666200747998
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 228, 36, 0, 45, 45, 3, 1666200747998
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 227, 21, 0, 46, 60, 4, 1666200747999
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 226, 6, 0, 47, 75, 5, 1666200747999
0b0f5f18-7566-4e68-87dd-78a3fe61d7bf, MEDIUM, 0, 0, 9, 47, 81, 6, 1666200748100
b00fe442-6161-4d3f-851f-26858a0e90be, HIGH, 240, 1, 0, 48, 57, 3, 1666200748121
b00fe442-6161-4d3f-851f-26858a0e90be, HIGH, 0, 0, 23, 48, 58, 4, 1666200748258
c94fd98f-e548-4ffa-a818-c7ddc5c459e8, HIGH, 253, 32, 0, 49, 15, 1, 1666200748259
c94fd98f-e548-4ffa-a818-c7ddc5c459e8, HIGH, 252, 0, 6, 49, 47, 2, 1666200748259
